date,startup,vertical,subvertical,city,investors,round,amount
2016-03-05,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Consumer Internet,Seed Funding,2.0625
2016-03-05,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Consumer Internet,Seed Funding,0.0
2016-03-05,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,Consumer Internet,Seed Funding,1.485
2016-03-05,Prepathon,Education,Competitive Exam learning platform,Mumbai,Education,Private Equity,0.0
2016-04-05,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,Consumer Internet,Seed Funding,1.65
2016-04-05,Lenskart,eCommerce,Eyewear & Accessories etailer,Delhi,eCommerce,Private Equity,495.0
2016-04-05,Seclore,Technology,Enterprise Security Technology platform,Mumbai,Technology,Private Equity,99.0
2016-04-05,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Technology,Seed Funding,1.65
2016-04-05,Comarete,Technology,Telecom & Media IT services company,Pune,Technology,Seed Funding,1.65
2016-04-05,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,eCommerce,Seed Funding,1.2375
2016-04-05,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Technology,Seed Funding,4.125
2016-04-05,Affordplan,Technology,Affordable non-emergency medical service health plans,Delhi,Technology,Seed Funding,4.125
2016-04-05,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Consumer Internet,Seed Funding,4.125
2016-05-05,Unbxd,Technology,eCommerce product discovery software,Delhi,Technology,Private Equity,0.0
2016-05-05,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Consumer Internet,Seed Funding,3.09375
2016-06-05,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,Education,Private Equity,8.25
2016-06-05,Meesho,eCommerce,Social commerce platform,Bangalore,eCommerce,Seed Funding,0.0
2016-07-05,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Logistics,Seed Funding,0.61875
2016-09-05,Locus,Technology,Logistics Intelligence platform,Bangalore,Technology,Private Equity,22.6875
2016-09-05,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,Consumer Internet,Seed Funding,3.7125
2016-09-05,Rentickle,eCommerce,"Furniture, appliances Portal",Delhi,eCommerce,Seed Funding,2.0625
2016-10-05,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,Consumer Internet,Private Equity,49.5
2016-10-05,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,Consumer Internet,Private Equity,12.375
2016-10-05,InnoNano Research,Technology,Clean Water Technology,Chennai,Technology,Private Equity,148.5
2016-10-05,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,eCommerce,Seed Funding,12.375
2016-10-05,Swiggy,Consumer Internet,Food Delivery Platform,Bangalore,Consumer Internet,Private Equity,57.75
2016-11-05,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Consumer Internet,Private Equity,7.425
2016-11-05,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurugram,Consumer Internet,Private Equity,0.0
2016-11-05,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Technology,Private Equity,825.0
2016-12-05,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,Consumer Internet,Seed Funding,4.125
2016-12-05,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,Consumer Internet,Private Equity,206.25
2016-12-05,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,Healthcare,Private Equity,1.2375
2016-12-05,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,Consumer Internet,Seed Funding,0.0
2016-12-05,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,Consumer Internet,Seed Funding,0.0
2016-12-05,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,Consumer Internet,Seed Funding,0.0
2016-12-05,Derbii,Logistics,Carpooling Services,Gurugram,Logistics,Seed Funding,0.0
2016-05-13,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,Consumer Internet,Private Equity,111.375
2016-05-13,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Logistics,Private Equity,18.15
2016-05-16,Smartivity,eCommerce,Smart Learning products,Delhi,eCommerce,Private Equity,8.25
2016-05-16,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,Consumer Internet,Private Equity,0.0
2016-05-17,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Consumer Internet,Private Equity,0.0
2016-05-17,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurugram,Consumer Internet,Private Equity,0.0
2016-05-17,Blinge,eCommerce,Apparel Rental platform,Mumbai,eCommerce,Seed Funding,0.0
2016-05-18,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,Consumer Internet,Seed Funding,2.0625
2016-05-18,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Consumer Internet,Seed Funding,0.825
2016-05-18,Fundamentor,Education,Aptitude Development Program,Pune,Education,Seed Funding,0.0
2016-05-18,EduPristine,Education,Online Certification Courses,Mumbai,Education,Private Equity,82.5
2016-05-18,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,Reality,Private Equity,8.25
2016-05-18,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,Consumer Internet,Seed Funding,0.0
2016-05-19,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Consumer Internet,Seed Funding,8.25
2016-05-19,Niki.ai,Technology,Artificial Intelligence Platform,Bangalore,Technology,Private Equity,0.0
2016-05-19,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,Delhi,Consumer Internet,Seed Funding,4.125
2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,Delhi,Consumer Internet,Seed Funding,4.125
2016-05-20,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Consumer Internet,Seed Funding,2.475
2016-05-23,EduRev,Consumer Internet,Online Learning Platform,Gurugram,Consumer Internet,Seed Funding,0.0
2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery platform,Delhi,Consumer Internet,Seed Funding,0.73425
2016-05-24,Eatonomist,Consumer Internet,Food Delivery Platform,Gurugram,Consumer Internet,Seed Funding,0.0
2016-05-24,Goalwise,Consumer Internet,Online investment platform,Bangalore,Consumer Internet,Seed Funding,8.25
2016-05-25,Roast,Consumer Internet,Mobile entertainment App,Delhi,Consumer Internet,Seed Funding,0.0
2016-05-25,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Healthcare,Private Equity,12.375
2016-05-25,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Technology,Seed Funding,0.825
2016-05-25,SheThePeople,Consumer Internet,Digital platform for Women,Delhi,Consumer Internet,Seed Funding,0.0
2016-05-26,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bangalore,Consumer Internet,Private Equity,16.5
2016-05-26,Consure Medical,Healthcare,Medical Devices Kit manufacturer,Delhi,Healthcare,Private Equity,0.0
2016-05-26,mChamp,Consumer Internet,Celebrity Entertainment Contest App,Delhi,Consumer Internet,Seed Funding,3.91875
2016-05-27,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,Consumer Internet,Seed Funding,0.0
2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,Technology,Seed Funding,1.65
2016-05-31,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,Delhi,Consumer Internet,Seed Funding,0.0
2016-05-31,Koovs,eCommerce,Apparel & Lifestyle eTailer,Delhi,eCommerce,Private Equity,36.3
2016-05-31,CCavenue,Consumer Internet,Payment Gateway,Mumbai,Consumer Internet,Private Equity,73.425
2016-05-31,1mg,eCommerce,Online Pharmacy,Gurugram,eCommerce,Private Equity,0.0
2016-05-31,Tpot,Food & Beverage,QSR Chain,Gurugram,Food & Beverage,Seed Funding,0.0
2016-05-31,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Consumer Internet,Seed Funding,1.44375
2016-01-04,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,Consumer Internet,Private Equity,22.275
2016-01-04,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Consumer Internet,Seed Funding,0.0
2016-01-04,Process 9,Consumer Internet,online translation and transliteration,Gurugram,Consumer Internet,Seed Funding,0.0
2016-04-04,Housing,Consumer Internet,Real Estate Portal,Mumbai,Consumer Internet,Private Equity,0.0
2016-04-04,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Food & Beverage,Seed Funding,0.0
2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Consumer Internet,Private Equity,206.25
2016-04-04,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,Consumer Internet,Seed Funding,0.0
2016-05-04,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,Healthcare,Seed Funding,0.0
2016-05-04,Haptik,Technology,Personal Assistant App,Mumbai,Technology,Private Equity,0.0
2016-05-04,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,Consumer Internet,Private Equity,0.0
2016-06-04,Shipsy,Logistics,Logistics Solutions,Gurugram,Logistics,Private Equity,8.25
2016-06-04,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,Consumer Internet,Seed Funding,4.125
2016-06-04,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,Consumer Internet,Private Equity,49.5
2016-06-04,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Consumer Internet,Private Equity,8.25
2016-07-04,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Consumer Internet,Private Equity,0.0
2016-08-04,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",Delhi,Consumer Internet,Seed Funding,0.0
2016-08-04,Vahan,Education,Mobile Education Platform,Chennai,Education,Seed Funding,0.0
2016-08-04,imedilane,Consumer Internet,Online Health Diagnosis platform,Delhi,Consumer Internet,Seed Funding,0.33
2016-11-04,Living Local,Consumer Internet,Social discovery platform,Mumbai,Consumer Internet,Seed Funding,1.65
2016-11-04,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,Delhi,eCommerce,Seed Funding,0.0
2016-11-04,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,Delhi,Consumer Internet,Private Equity,825.0
2016-11-04,PriceRaja,Consumer Internet,Price Comparison Portal,Gurugram,Consumer Internet,Seed Funding,2.475
2016-12-04,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,Consumer Internet,Seed Funding,8.25
2016-12-04,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Consumer Internet,Seed Funding,0.0
2016-12-04,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,Finance,Seed Funding,0.0
2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,Delhi,Consumer Internet,Seed Funding,8.25
2016-04-13,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Consumer Internet,Seed Funding,1.2375
2016-04-13,Hippily,eCommerce,Fashion ECommerce App,Mumbai,eCommerce,Seed Funding,2.0625
2016-04-13,kredX,eCommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bangalore,eCommerce,Seed Funding,6.1875
2016-04-14,Wedwise,Consumer Internet,Wedding related services community,Delhi,Consumer Internet,Seed Funding,0.0
2016-04-14,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,Technology,Seed Funding,0.825
2016-04-15,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,Consumer Internet,Seed Funding,0.0
2016-04-15,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,Delhi,Consumer Internet,Seed Funding,8.25
2016-04-15,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,Consumer Internet,Seed Funding,0.0
2016-04-15,Vyomo,Consumer Internet,On-Demand Beauty Service provider,Delhi,Consumer Internet,Private Equity,123.75
2016-04-15,Organicshop,eCommerce,Marketplace for organic products,Jaipur,eCommerce,Seed Funding,0.0
2016-04-15,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,Consumer Internet,Seed Funding,0.0
2016-04-15,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Consumer Internet,Private Equity,247.5
2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Consumer Internet,Seed Funding,1.2375
2016-04-18,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,Consumer Internet,Private Equity,0.0
2016-04-18,Yufta,eCommerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bangalore,eCommerce,Seed Funding,0.0
2016-04-18,Smytten,eCommerce,Online Discovery and Shopping Platform,Gurugram,eCommerce,Seed Funding,0.0
2016-04-18,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,Consumer Internet,Seed Funding,0.0
2016-04-18,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Consumer Internet,Private Equity,82.5
2016-04-18,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,Auto,Seed Funding,0.0
2016-04-19,Betaout,eCommerce,customer intelligence and marketing automation platform,Noida,eCommerce,Private Equity,12.375
2016-04-19,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,Consumer Internet,Seed Funding,3.7125
2016-04-19,LensKart,eCommerce,Eyewear etailing platform,Delhi,eCommerce,Private Equity,0.0
2016-04-19,CollegeDekho,Consumer Internet,College & Student information platform,Delhi,Consumer Internet,Private Equity,16.5
2016-04-19,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,Consumer Internet,Seed Funding,0.0
2016-04-19,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,Consumer Internet,Private Equity,0.0
2016-04-19,Simplilearn,Consumer Internet,Online certification platform,Bangalore,Consumer Internet,Private Equity,0.0
2016-04-20,1mg,eCommerce,Online Pharmacy,Gurugram,eCommerce,Private Equity,123.75
2016-04-20,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,Delhi,Consumer Internet,Seed Funding,0.0
2016-04-20,Broomberg,Consumer Internet,Cleaning Services Provider,Delhi,Consumer Internet,Seed Funding,0.0
2016-04-21,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,Consumer Internet,Seed Funding,0.0
2016-04-21,Yufta,eCommerce,hyperlocal fashion retail platform,Jaipur,eCommerce,Seed Funding,0.0
2016-04-21,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",Delhi,Consumer Internet,Seed Funding,0.0
2016-04-21,Advanced Structures India,Auto,Automotive Design and Engineering company,Bangalore,Auto,Private Equity,0.0
2016-04-22,Licious,eCommerce,Mobile based Meat ordering App,Bangalore,eCommerce,Private Equity,24.75
2016-04-22,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bangalore,Consumer Internet,Private Equity,0.0
2016-04-22,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,Technology,Private Equity,0.0
2016-04-22,TOKO Innovation Studios,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,Delhi,Consumer Internet,Seed Funding,3.7125
2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,Consumer Internet,Seed Funding,1.65
2016-04-25,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Consumer Internet,Seed Funding,0.0
2016-04-25,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bangalore,Food & Beverage,Seed Funding,4.5375
2016-04-26,Transerv,Consumer Internet,Digital Payments platform,Mumbai,Consumer Internet,Private Equity,123.75
2016-04-26,ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,Consumer Internet,Private Equity,10.725
2016-04-26,Roposo,eCommerce,Social Fashion ECommerce Discovery platform,Gurugram,eCommerce,Private Equity,123.75
2016-04-27,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurugram,Consumer Internet,Seed Funding,4.125
2016-04-27,RailYatri,Consumer Internet,Train Related Information portal,Noida,Consumer Internet,Private Equity,0.0
2016-04-27,ICHR,Consumer Internet,Mobile based Children health Information app,Delhi,Consumer Internet,Seed Funding,3.7125
2016-04-27,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Consumer Internet,Private Equity,0.0
2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Consumer Internet,Seed Funding,4.95
2016-04-28,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bangalore,Consumer Internet,Private Equity,9.9
2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,Consumer Internet,Seed Funding,4.125
2016-04-29,LetReach,eCommerce,ECommerce SAAS Solutions,Delhi,eCommerce,Private Equity,0.825
2016-01-03,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Consumer Internet,Seed Funding,0.0
2016-01-03,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,Consumer Internet,Private Equity,0.0
2016-01-03,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,Consumer Internet,Private Equity,0.0
2016-01-03,IQlect,Technology,Big Data Analytics Platform,Bangalore,Technology,Private Equity,0.0
2016-02-03,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,Consumer Internet,Private Equity,4.95
2016-02-03,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle / Bangalore,Consumer Internet,Seed Funding,0.0
2016-02-03,Systemantics,Technology,Industrial robots maker,Bangalore,Technology,Private Equity,11.55
2016-03-03,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Technology,Seed Funding,0.0
2016-03-03,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,Education,Private Equity,8.25
2016-03-03,Shouut,Consumer Internet,Social Discovery Mobile app,Delhi,Consumer Internet,Seed Funding,4.125
